1.000000 0.001260
0.998524 0.001664
0.996102 0.002324
0.993378 0.003063
0.990267 0.003905
0.986649 0.004878
0.982338 0.006032
0.977031 0.007442
0.970190 0.009243
0.960762 0.011696
0.946443 0.015357
0.922296 0.021354
0.883897 0.030446
0.837600 0.040695
0.789724 0.050486
0.741600 0.059507
0.693465 0.067703
0.645441 0.075041
0.597637 0.081487
0.550172 0.087006
0.503176 0.091556
0.456844 0.095092
0.411812 0.097554
0.370035 0.098779
0.330381 0.098603
0.291827 0.097077
0.254376 0.094216
0.218221 0.090047
0.183666 0.084630
0.151172 0.078091
0.121481 0.070691
0.095661 0.062923
0.074702 0.055479
0.058697 0.048906
0.046760 0.043347
0.037765 0.038668
0.030812 0.034670
0.025289 0.031182
0.020796 0.028078
0.017071 0.025265
0.013938 0.022676
0.011276 0.020261
0.009001 0.017983
0.007052 0.015814
0.005387 0.013732
0.003976 0.011720
0.002796 0.009764
0.001835 0.007858
0.001083 0.005996
0.000533 0.004178
0.000179 0.002408
0.000015 0.000694
0.000030 -0.000971
0.000236 -0.002671
0.000658 -0.004390
0.001318 -0.006104
0.002225 -0.007790
0.003383 -0.009430
0.004791 -0.011011
0.006450 -0.012530
0.008363 -0.013989
0.010545 -0.015391
0.013021 -0.016746
0.015829 -0.018060
0.019029 -0.019344
0.022704 -0.020607
0.026976 -0.021856
0.032030 -0.023100
0.038147 -0.024346
0.045782 -0.025597
0.055701 -0.026842
0.069250 -0.028035
0.088704 -0.029031
0.117026 -0.029484
0.155632 -0.028937
0.202787 -0.027257
0.255948 -0.024740
0.311904 -0.021925
0.366554 -0.019378
0.421109 -0.017227
0.477628 -0.014966
0.534881 -0.012632
0.591535 -0.010399
0.647543 -0.008354
0.703113 -0.006544
0.758432 -0.004995
0.813600 -0.003720
0.867852 -0.002727
0.914292 -0.002071
0.942759 -0.001750
0.958679 -0.001594
0.968818 -0.001503
0.976057 -0.001442
0.981626 -0.001397
0.986128 -0.001362
0.989896 -0.001333
0.993129 -0.001309
0.995957 -0.001289
0.998469 -0.001271
1.000000 -0.001260
