1.000000 0.001260
0.998535 0.001498
0.996134 0.001886
0.993437 0.002322
0.990361 0.002817
0.986789 0.003390
0.982541 0.004069
0.977321 0.004899
0.970605 0.005960
0.961351 0.007410
0.947206 0.009600
0.922609 0.013334
0.881189 0.019418
0.830082 0.026591
0.777323 0.033626
0.724414 0.040309
0.671617 0.046595
0.619088 0.052448
0.566983 0.057816
0.515460 0.062639
0.464688 0.066849
0.414851 0.070366
0.366154 0.073106
0.318842 0.074980
0.273246 0.075901
0.230000 0.075795
0.190907 0.074683
0.158390 0.072627
0.131440 0.069599
0.108634 0.065708
0.089243 0.061157
0.072930 0.056225
0.059469 0.051224
0.048556 0.046414
0.039785 0.041949
0.032724 0.037878
0.026991 0.034185
0.022281 0.030828
0.018365 0.027757
0.015073 0.024925
0.012283 0.022292
0.009904 0.019824
0.007868 0.017495
0.006126 0.015281
0.004642 0.013163
0.003389 0.011127
0.002348 0.009162
0.001507 0.007257
0.000857 0.005409
0.000392 0.003616
0.000108 0.001877
0.000001 0.000205
0.000068 -0.001442
0.000332 -0.003121
0.000825 -0.004804
0.001569 -0.006462
0.002574 -0.008068
0.003841 -0.009599
0.005365 -0.011046
0.007142 -0.012406
0.009177 -0.013688
0.011489 -0.014902
0.014108 -0.016061
0.017088 -0.017179
0.020507 -0.018273
0.024489 -0.019360
0.029221 -0.020465
0.035015 -0.021620
0.042423 -0.022879
0.052530 -0.024346
0.067779 -0.026252
0.093960 -0.029168
0.137005 -0.033726
0.184158 -0.038364
0.227586 -0.041641
0.271442 -0.043738
0.317066 -0.044870
0.364353 -0.045118
0.413047 -0.044556
0.462913 -0.043263
0.513747 -0.041314
0.565365 -0.038778
0.617594 -0.035718
0.670272 -0.032187
0.723241 -0.028229
0.776341 -0.023875
0.829306 -0.019158
0.880617 -0.014227
0.922202 -0.009959
0.946909 -0.007301
0.961127 -0.005728
0.970431 -0.004681
0.977186 -0.003913
0.982436 -0.003310
0.986710 -0.002816
0.990303 -0.002398
0.993397 -0.002037
0.996111 -0.001718
0.998526 -0.001434
1.000000 -0.001260
