1.000000 0.001260
0.998542 0.001707
0.996150 0.002439
0.993456 0.003259
0.990376 0.004194
0.986788 0.005276
0.982505 0.006562
0.977217 0.008137
0.970375 0.010158
0.960892 0.012924
0.946378 0.017080
0.921806 0.023910
0.883332 0.034087
0.837725 0.045346
0.790740 0.056046
0.743521 0.065885
0.696276 0.074809
0.649118 0.082785
0.602151 0.089781
0.555483 0.095762
0.509239 0.100691
0.463594 0.104525
0.419106 0.107213
0.377909 0.108624
0.339410 0.108535
0.302004 0.107015
0.265549 0.104089
0.230170 0.099783
0.196089 0.094150
0.163640 0.087287
0.133352 0.079385
0.106069 0.070822
0.082891 0.062242
0.064549 0.054380
0.050744 0.047653
0.040458 0.042041
0.032655 0.037334
0.026576 0.033309
0.021714 0.029792
0.017741 0.026657
0.014438 0.023814
0.011658 0.021196
0.009300 0.018756
0.007292 0.016456
0.005583 0.014268
0.004138 0.012172
0.002931 0.010150
0.001944 0.008192
0.001167 0.006289
0.000593 0.004440
0.000214 0.002644
0.000026 0.000907
0.000019 -0.000770
0.000203 -0.002474
0.000608 -0.004195
0.001257 -0.005907
0.002163 -0.007582
0.003331 -0.009197
0.004756 -0.010739
0.006435 -0.012199
0.008372 -0.013581
0.010578 -0.014889
0.013074 -0.016130
0.015900 -0.017312
0.019112 -0.018443
0.022795 -0.019528
0.027072 -0.020573
0.032127 -0.021580
0.038250 -0.022544
0.045911 -0.023451
0.055919 -0.024265
0.069740 -0.024887
0.089974 -0.025081
0.120187 -0.024375
0.162085 -0.022296
0.213380 -0.018966
0.268810 -0.015168
0.322350 -0.011790
0.374135 -0.009097
0.427940 -0.006982
0.484834 -0.004871
0.541048 -0.002936
0.596429 -0.001285
0.651205 0.000019
0.705583 0.000937
0.759734 0.001443
0.813747 0.001528
0.866973 0.001202
0.913270 0.000598
0.942279 0.000077
0.958502 -0.000260
0.968766 -0.000489
0.976058 -0.000660
0.981649 -0.000794
0.986158 -0.000905
0.989924 -0.001000
0.993152 -0.001082
0.995973 -0.001155
0.998475 -0.001220
1.000000 -0.001260
