1.000000 0.001575
0.998049 0.001960
0.994891 0.002581
0.991405 0.003264
0.987516 0.004023
0.983124 0.004877
0.978086 0.005851
0.972192 0.006984
0.965115 0.008335
0.956316 0.010000
0.944826 0.012152
0.928729 0.015123
0.903959 0.019600
0.863314 0.026705
0.804751 0.036441
0.738593 0.046750
0.671427 0.056458
0.604936 0.065257
0.539814 0.072989
0.476611 0.079502
0.415846 0.084653
0.358050 0.088314
0.303856 0.090391
0.254232 0.090862
0.210815 0.089874
0.175408 0.087807
0.147315 0.084852
0.124463 0.081176
0.105497 0.076989
0.089601 0.072496
0.076218 0.067878
0.064921 0.063272
0.055355 0.058775
0.047219 0.054443
0.040265 0.050302
0.034287 0.046359
0.029121 0.042608
0.024632 0.039037
0.020715 0.035631
0.017288 0.032372
0.014283 0.029245
0.011648 0.026235
0.009342 0.023328
0.007333 0.020512
0.005596 0.017777
0.004113 0.015114
0.002869 0.012517
0.001857 0.009981
0.001069 0.007504
0.000501 0.005087
0.000147 0.002733
0.000004 0.000454
0.000066 -0.001788
0.000358 -0.004069
0.000913 -0.006365
0.001761 -0.008645
0.002920 -0.010878
0.004398 -0.013035
0.006190 -0.015097
0.008292 -0.017055
0.010700 -0.018910
0.013420 -0.020671
0.016466 -0.022350
0.019871 -0.023964
0.023682 -0.025530
0.027971 -0.027069
0.032843 -0.028603
0.038450 -0.030159
0.045021 -0.031775
0.052915 -0.033501
0.062728 -0.035420
0.075520 -0.037671
0.093316 -0.040513
0.119827 -0.044388
0.158412 -0.049482
0.203805 -0.054404
0.251209 -0.057767
0.301947 -0.059605
0.356352 -0.059972
0.414154 -0.058903
0.474920 -0.056470
0.538170 -0.052773
0.603398 -0.047934
0.670049 -0.042075
0.737422 -0.035329
0.803807 -0.027928
0.862562 -0.020763
0.903356 -0.015439
0.928247 -0.012042
0.944439 -0.009770
0.956003 -0.008116
0.964862 -0.006831
0.971988 -0.005786
0.977925 -0.004907
0.982999 -0.004150
0.987423 -0.003486
0.991341 -0.002894
0.994853 -0.002361
0.998034 -0.001876
1.000000 -0.001575
