1.000000 0.001260
0.998460 0.001476
0.995934 0.001829
0.993093 0.002225
0.989851 0.002675
0.986080 0.003196
0.981587 0.003814
0.976054 0.004571
0.968912 0.005540
0.959032 0.006867
0.943867 0.008872
0.917629 0.012259
0.874700 0.017582
0.822833 0.023667
0.769458 0.029552
0.715964 0.035068
0.662616 0.040177
0.609577 0.044839
0.557010 0.049006
0.505081 0.052617
0.453968 0.055602
0.403863 0.057884
0.354985 0.059380
0.307590 0.060004
0.262001 0.059675
0.218653 0.058327
0.178186 0.055931
0.141616 0.052560
0.110417 0.048495
0.085832 0.044251
0.067635 0.040302
0.054342 0.036822
0.044403 0.033780
0.036714 0.031081
0.030570 0.028643
0.025530 0.026399
0.021308 0.024298
0.017715 0.022305
0.014622 0.020391
0.011940 0.018533
0.009606 0.016714
0.007575 0.014919
0.005815 0.013138
0.004307 0.011361
0.003036 0.009584
0.001996 0.007807
0.001181 0.006033
0.000587 0.004270
0.000204 0.002531
0.000022 0.000829
0.000022 -0.000829
0.000204 -0.002531
0.000587 -0.004270
0.001181 -0.006033
0.001996 -0.007807
0.003036 -0.009584
0.004307 -0.011361
0.005815 -0.013138
0.007575 -0.014919
0.009606 -0.016714
0.011940 -0.018533
0.014622 -0.020391
0.017715 -0.022305
0.021308 -0.024298
0.025530 -0.026399
0.030570 -0.028643
0.036714 -0.031081
0.044403 -0.033780
0.054342 -0.036822
0.067635 -0.040302
0.085832 -0.044251
0.110416 -0.048495
0.141616 -0.052560
0.178186 -0.055931
0.218652 -0.058327
0.262000 -0.059675
0.307589 -0.060004
0.354984 -0.059380
0.403863 -0.057884
0.453967 -0.055602
0.505080 -0.052617
0.557009 -0.049006
0.609577 -0.044839
0.662615 -0.040177
0.715964 -0.035068
0.769458 -0.029552
0.822833 -0.023667
0.874700 -0.017582
0.917629 -0.012259
0.943867 -0.008872
0.959032 -0.006867
0.968912 -0.005540
0.976054 -0.004571
0.981587 -0.003814
0.986080 -0.003196
0.989851 -0.002675
0.993094 -0.002225
0.995934 -0.001829
0.998460 -0.001476
1.000000 -0.001260
